book,chapter_order,heading_id,section_type,pov,scene_idx,paragraph_idx,n_words,text,neg,neu,pos,compound
Words of Radiance,85,chapter_69,chapter,Shallan,2,33,26,"Except Shallan. Kaladin didn't remember grabbing her as he fell, but he didn't remember much of that fall beyond Syl's scream. That *scream* . . .",0.228,0.772,0.0,-0.7964
Words of Radiance,85,chapter_69,chapter,Shallan,2,34,36,"Well, he must have managed to grab Shallan by reflex, infusing her with Stormlight to slow her fall. She looked disheveled, her blue dress scuffed and her hair a mess, but she was apparently otherwise unharmed.",0.047,0.912,0.042,-0.0516
Words of Radiance,85,chapter_69,chapter,Shallan,2,35,17,"""I woke up down here in the darkness,"" Shallan said. ""It's been a while since we fell.""",0.111,0.889,0.0,-0.25
Words of Radiance,85,chapter_69,chapter,Shallan,2,36,4,"""How can you tell?""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,2,37,53,"""It's almost dark up there,"" Shallan said. ""It will be night soon. When I woke I heard echoes of yelling. Fighting. I saw something glowing from around that corner. Turned out to be a soldier who had fallen, his sphere pouch ripped."" She shivered visibly. ""He'd been killed by something before the fall.""",0.16,0.84,0.0,-0.8591
Words of Radiance,85,chapter_69,chapter,Shallan,2,38,37,"""Parshendi,"" Kaladin said. ""Just before the bridge collapsed, I heard horns from the vanguard. We got attacked."" Damnation. That probably meant that Dalinar had retreated, assuming he'd actually survived. There was nothing worth fighting for out here.",0.222,0.663,0.116,-0.6067
Words of Radiance,85,chapter_69,chapter,Shallan,2,39,8,"""Give me one of those spheres,"" Kaladin said.",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,2,40,21,"She handed one over, and Kaladin went searching among the fallen. For pulses, ostensibly, but really for any equipment or spheres.",0.08,0.92,0.0,-0.1901
Words of Radiance,85,chapter_69,chapter,Shallan,2,41,18,"""You think any of these might be alive?"" Shallan asked, voice sounding small in the otherwise silent chasm.",0.0,0.867,0.133,0.3818
Words of Radiance,85,chapter_69,chapter,Shallan,2,42,4,"""Well, *we* survived somehow.""",0.0,0.27,0.73,0.6597
Words of Radiance,85,chapter_69,chapter,Shallan,2,43,16,"""How do you think that happened?"" Shallan said, looking upward toward the gap far, far above.",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,2,44,25,"""I saw some windspren just before we fell,"" Kaladin said. ""I've heard folktales of them protecting a person as he falls. Perhaps that's what happened.""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,2,45,15,"Shallan went silent as he searched the bodies. ""Yes,"" she finally said. ""That sounds logical.""",0.0,0.838,0.162,0.4019
Words of Radiance,85,chapter_69,chapter,Shallan,2,46,18,"She seemed convinced. Good. So long as she didn't start wondering about the stories told of ""Kaladin Stormblessed.""",0.0,0.741,0.259,0.6808
Words of Radiance,85,chapter_69,chapter,Shallan,2,47,18,"Nobody else was alive, but he verified for certain that neither Dalinar nor Adolin were among the corpses.",0.0,0.782,0.218,0.5346
Words of Radiance,85,chapter_69,chapter,Shallan,2,48,54,"*I was a fool not to spot that an assassination attempt was coming,* Kaladin thought. Sadeas had tried hard to undermine Dalinar at the feast a few days back, with the revelation of the visions. It was a classic ploy. Discredit your enemy, *then* kill him, to make certain he didn't become a martyr.",0.271,0.671,0.058,-0.9393
Words of Radiance,85,chapter_69,chapter,Shallan,2,49,40,"The corpses had little of value. A handful of spheres, some writing implements that Shallan greedily snatched up and stuffed into her satchel. No maps. Kaladin had no specific idea where they were. And with night imminent . . .",0.161,0.793,0.047,-0.6344
Words of Radiance,85,chapter_69,chapter,Shallan,2,50,31,"""What do we do?"" Shallan asked softly, staring at the darkened realm, with its unexpected shadows, its gently moving frills, vines, polyplike staccatos, their tendrils out and wafting in the air.",0.0,0.909,0.091,0.4588
Words of Radiance,85,chapter_69,chapter,Shallan,2,51,59,"Kaladin remembered his first times down in this place, which always felt too green, too muggy, too alien. Nearby, two skulls peeked out from beneath the moss, watching. Splashing sounded from a distant pool, which made Shallan spin wildly. Though the chasms were a home to Kaladin now, he did not deny that at times they were distinctly unnerving.",0.0,0.966,0.034,0.2584
Words of Radiance,85,chapter_69,chapter,Shallan,2,52,32,"""It's safer down here than it seems,"" Kaladin said. ""During my time in Sadeas's army, I spent days upon days in the chasms, gathering salvage from the fallen. Just watch for rotspren.""",0.071,0.85,0.079,0.0772
Words of Radiance,85,chapter_69,chapter,Shallan,2,53,18,"""And the chasmfiends?"" Shallan asked, spinning to look in another direction as a cremling scuttled along the wall.",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,2,54,53,"""I never saw one."" Which was true, though he *had* seen a shadow of one once, scraping its way down a distant chasm. Even thinking of that day gave him chills. ""They aren't as common as people claim. The real danger is highstorms. You see, if it rains, even far away from here---""",0.057,0.895,0.047,-0.1531
Words of Radiance,85,chapter_69,chapter,Shallan,2,55,15,"""Yes, flash flooding,"" Shallan said. ""Very dangerous in a slot canyon. I've read about them.""",0.178,0.681,0.141,-0.1761
Words of Radiance,85,chapter_69,chapter,Shallan,2,56,15,"""I'm sure that will be very helpful,"" Kaladin said. ""You mentioned some dead soldiers nearby?""",0.198,0.553,0.249,0.024
Words of Radiance,85,chapter_69,chapter,Shallan,2,57,42,"She pointed, and he strode in that direction. She followed, sticking close to his light. He found a few dead spearmen who had been shoved off the plateau above. The wounds were fresh. Just beyond them was a dead Parshendi, also fresh.",0.168,0.742,0.09,-0.7184
Words of Radiance,85,chapter_69,chapter,Shallan,2,58,55,"The Parshendi man had uncut gems in his beard. Kaladin touched one, hesitated, then tried to draw the Stormlight out. Nothing happened. He sighed, then bowed his head for the fallen, before finally pulling a spear from underneath one of the bodies and standing up. The light above had faded to a deep blue. Night.",0.083,0.917,0.0,-0.5859
Words of Radiance,85,chapter_69,chapter,Shallan,2,59,5,"""So, we wait?"" Shallan asked.",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,2,60,10,"""For what?"" Kaladin asked, raising the spear to his shoulder.",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,2,61,19,"""For them to come back . . ."" She trailed off. ""They're not coming back for us, are they?""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,2,62,57,"""They'll assume we're dead. Storms, we *should* be dead. We're too far out for a corpse-recovery operation, I'd guess. That's doubly true since the Parshendi attacked."" He rubbed his chin. ""I suppose we could wait for Dalinar's major expedition. He was indicating he'd come this way, searching for the center. It's only a few days away, right?""",0.172,0.786,0.042,-0.8689
Words of Radiance,85,chapter_69,chapter,Shallan,2,63,55,"Shallan paled. Well, she paled *further*. That light skin of hers was so strange. It and the red hair made her look like a very small Horneater. ""Dalinar is planning to march just after the final highstorm before the Weeping. That storm is close. And it will involve lots, and lots, and *lots* of rain.""",0.087,0.838,0.076,-0.1695
Words of Radiance,85,chapter_69,chapter,Shallan,2,64,3,"""Bad idea, then.""",0.636,0.364,0.0,-0.5423
Words of Radiance,85,chapter_69,chapter,Shallan,2,65,4,"""You could say so.""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,2,66,60,"He'd tried to imagine what a highstorm would be like down here. He had seen the aftereffects when salvaging with Bridge Four. The twisted, broken corpses. The piles of refuse crushed against walls and into cracks. Boulders as tall as a man casually washed through chasms until they got wedged between two walls, sometimes fifty feet up in the air.",0.12,0.817,0.062,-0.5994
Words of Radiance,85,chapter_69,chapter,Shallan,2,67,7,"""When?"" he asked. ""*When* is that highstorm?""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,2,68,41,"She stared at him, then dug into her satchel, flipping through sheets of paper with her freehand while holding the satchel through the fabric of her safehand. She waved him over with his sphere, as she had to tuck hers away.",0.0,0.964,0.036,0.128
Words of Radiance,85,chapter_69,chapter,Shallan,2,69,25,"He held it up for her as she looked over a page with lines of script. ""Tomorrow night,"" she said softly. ""Just after first moonset.""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,2,70,34,"Kaladin grunted, holding up his sphere and inspecting the chasm. *We're just to the north of the chasm we fell from,* he thought. *So the way back should be . . . that way?*",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,2,71,22,"""All right then,"" Shallan said. She took a deep breath, then snapped her satchel closed. ""We walk back, and we start immediately.""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,2,72,12,"""You don't want to sit for a moment and catch your breath?""",0.1,0.9,0.0,-0.0572
Words of Radiance,85,chapter_69,chapter,Shallan,2,73,58,"""My breath is quite well caught,"" Shallan said. ""If it's all the same to you, I'd rather be moving. Once back, we can sit sipping mulled wine and laugh about how silly it was of us to hurry all that way, since we had so much time to spare. I'd like very much to feel that foolish. You?""",0.032,0.819,0.148,0.7574
Words of Radiance,85,chapter_69,chapter,Shallan,2,74,28,"""Yeah."" He liked the chasms. It didn't mean he wanted to risk a highstorm in one of them. ""You don't have a map in that satchel, do you?""",0.065,0.779,0.156,0.4404
Words of Radiance,85,chapter_69,chapter,Shallan,2,75,32,"""No,"" Shallan said with a grimace. ""I didn't bring my own. Brightness Velat has the maps. I was using hers. But I might be able to remember some of what I've seen.""",0.045,0.901,0.054,0.0772
Words of Radiance,85,chapter_69,chapter,Shallan,2,76,14,"""Then I think we should go this way,"" Kaladin said, pointing. He started walking.",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,77,56,"The bridgeman started walking off in the direction he'd pointed, not even giving her a chance to state her opinion on the matter. Shallan kept a huff to herself, snatching up her pack---she'd found some waterskins on the soldiers---and satchel. She hurried after him, her dress catching on something she *hoped* was a very white stick.",0.032,0.879,0.089,0.3948
Words of Radiance,85,chapter_69,chapter,Shallan,3,78,91,"The tall bridgeman deftly stepped over and around debris, eyes forward. Why did *he* have to be the one who survived? Though to be honest, she was pleased to find anyone. Walking down here alone would not have been pleasant. At least he was superstitious enough to believe that he'd been saved by some twist of fate and spren. She had no idea how she'd saved herself, let alone him. Pattern rode on her skirts, and before she'd found the bridgeman, he'd been speculating that the Stormlight had kept her alive.",0.083,0.753,0.164,0.8689
Words of Radiance,85,chapter_69,chapter,Shallan,3,79,40,Alive after a fall of at least two hundred feet? It only proved how little she knew about her abilities. Stormfather! She'd saved this man too. She was sure of it; he'd been falling right beside her as they plummeted.,0.034,0.751,0.214,0.8122
Words of Radiance,85,chapter_69,chapter,Shallan,3,80,12,But *how*? And could she figure out how to do it again?,0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,81,48,"She hurried to keep up with him. Blasted Alethi and their freakishly long legs. He marched like a soldier, giving no thought to how she had to pick her way more carefully than he did. She didn't want to get her skirt caught on *every* branch they passed.",0.097,0.779,0.124,0.3551
Words of Radiance,85,chapter_69,chapter,Shallan,3,82,32,"They reached a pool of water on the chasm floor, and he hopped up onto a log that bridged the water, barely breaking stride as he crossed. She stopped at the edge.",0.057,0.901,0.042,-0.128
Words of Radiance,85,chapter_69,chapter,Shallan,3,83,22,"He looked back at her, holding up a sphere. ""You aren't going to demand I give you my boots again, are you?""",0.0,0.939,0.061,0.0951
Words of Radiance,85,chapter_69,chapter,Shallan,3,84,20,"She raised a foot, revealing the military-style boots she wore underneath her dress. That got him to cock an eyebrow.",0.078,0.922,0.0,-0.1531
Words of Radiance,85,chapter_69,chapter,Shallan,3,85,30,"""I wasn't *about* to come out onto the Shattered Plains in slippers,"" she said, blushing. ""Besides, nobody can see your shoes under a dress this long."" She regarded the log.",0.097,0.903,0.0,-0.4767
Words of Radiance,85,chapter_69,chapter,Shallan,3,86,9,"""You want me to help you across?"" he asked.",0.0,0.636,0.364,0.4588
Words of Radiance,85,chapter_69,chapter,Shallan,3,87,48,"""Actually, I'm wondering how the trunk of a stumpweight tree got here,"" she confessed. ""They can't possibly be native to this area of the Shattered Plains. Too cold out here. It might have grown along the coast, but a highstorm really carried it that far? Four hundred miles?""",0.049,0.951,0.0,-0.3421
Words of Radiance,85,chapter_69,chapter,Shallan,3,88,15,"""You're not going to demand we stop for you to sketch a picture, are you?""",0.133,0.785,0.083,-0.2095
Words of Radiance,85,chapter_69,chapter,Shallan,3,89,24,"""Oh please,"" Shallan said, stepping up onto the log and picking her way across. ""Do you know how many sketches I have of stumpweights?""",0.0,0.909,0.091,0.3182
Words of Radiance,85,chapter_69,chapter,Shallan,3,90,80,"The other things down here were a different matter entirely. As they continued on their way, Shallan used her sphere---which she had to juggle in her freehand, trying to manage it along with the satchel in her safehand and the pack over her shoulder---to illuminate her surroundings. They were stunning. Dozens of different varieties of vines, frillblooms of red, orange, and violet. Tiny rockbuds on the walls, and haspers in little clusters, opening and closing their shells as if breathing.",0.0,0.94,0.06,0.4939
Words of Radiance,85,chapter_69,chapter,Shallan,3,91,69,"Motes of lifespren drifted around a patch of shalebark that grew in knobby patterns like fingers. You almost never saw that formation above. The tiny glowing specks of green light drifted through the chasm toward an entire wall of fist-size tube plants with little feelers wiggling out the top. As Shallan passed, the feelers retracted in a wave running up the wall. She gasped softly and took a Memory.",0.0,0.94,0.06,0.5106
Words of Radiance,85,chapter_69,chapter,Shallan,3,92,8,"The bridgeman stopped ahead of her, turning. ""Well?""",0.19,0.6,0.21,0.0516
Words of Radiance,85,chapter_69,chapter,Shallan,3,93,8,"""Don't you even notice how beautiful it is?""",0.0,0.642,0.358,0.5994
Words of Radiance,85,chapter_69,chapter,Shallan,3,94,22,"He looked up at the wall of tube plants. She was certain she'd read about those somewhere, but the name escaped her.",0.0,0.931,0.069,0.1406
Words of Radiance,85,chapter_69,chapter,Shallan,3,95,6,The bridgeman continued on his way.,0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,96,37,"Shallan jogged after him, pack thumping against her back. She almost tripped over a snarled pile of dead vines and sticks as she reached him. She cursed, hopping on one foot to stay upright before steadying herself.",0.106,0.86,0.034,-0.5994
Words of Radiance,85,chapter_69,chapter,Shallan,3,97,9,He reached out and took the pack from her.,0.0,0.851,0.149,0.1027
Words of Radiance,85,chapter_69,chapter,Shallan,3,98,5,"*Finally,* she thought. ""Thank you.""",0.0,0.615,0.385,0.3612
Words of Radiance,85,chapter_69,chapter,Shallan,3,99,67,"He grunted, slipping it over his shoulder before continuing on without another word. They reached a crossroads in the chasms, a path going right and another going left. They'd have to weave around the next plateau before them to continue westward. Shallan looked up at the rift---getting a good picture in her mind of how this side of the plateau looked---as Kaladin chose one of the paths.",0.0,0.941,0.059,0.5106
Words of Radiance,85,chapter_69,chapter,Shallan,3,100,53,"""This is going to take a while,"" he said. ""Even longer than it took to get out here. We had to wait upon the whole army then, but we could also cut through the centers of the plateaus. Having to go around every one of them will add a lot to the trip.""",0.048,0.952,0.0,-0.3919
Words of Radiance,85,chapter_69,chapter,Shallan,3,101,7,"""Well, at least the companionship is pleasant.""",0.0,0.481,0.519,0.6597
Words of Radiance,85,chapter_69,chapter,Shallan,3,102,3,He eyed her.,0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,103,6,"""For you, I mean,"" she added.",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,104,14,"""Am I going to have to listen to you prattle all the way back?""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,105,29,"""Of course not,"" she said. ""I also intend to do some blathering, a little nattering, and the occasional gibber. But not too much, lest I overdo a good thing.""",0.0,0.879,0.121,0.5927
Words of Radiance,85,chapter_69,chapter,Shallan,3,106,1,"""Great.""",0.0,0.0,1.0,0.6249
Words of Radiance,85,chapter_69,chapter,Shallan,3,107,7,"""I've been practicing my burble,"" she added.",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,108,6,"""I just can't wait to hear.""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,109,6,"""Oh, well, that was it, actually.""",0.0,0.704,0.296,0.2732
Words of Radiance,85,chapter_69,chapter,Shallan,3,110,33,"He studied her, those severe eyes of his boring into her own. She turned away from him. He didn't trust her, obviously. He was a bodyguard; she doubted that he trusted many people.",0.238,0.686,0.076,-0.681
Words of Radiance,85,chapter_69,chapter,Shallan,3,111,83,"They reached another intersection, and Kaladin took longer to make this decision. She could see why---down here, it was difficult to determine which way was which. The plateau formations were varied and erratic. Some were long and thin, others almost perfectly round. They had knobs and peninsulas off to their sides, and that made a maze of the twisted paths between them. It should have been easy---there were few dead ends, after all, and so they really just had to keep moving westward.",0.07,0.845,0.085,0.1045
Words of Radiance,85,chapter_69,chapter,Shallan,3,112,16,"But which direction was westward? It would be very, very easy to get lost down here.",0.136,0.646,0.217,0.4131
Words of Radiance,85,chapter_69,chapter,Shallan,3,113,11,"""You're not picking our course at random, are you?"" she asked.",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,114,1,"""No.""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,115,9,"""You seem to know a lot about these chasms.""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,116,2,"""I do.""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,117,9,"""Because the gloomy atmosphere matches your disposition, I assume.""",0.167,0.833,0.0,-0.1531
Words of Radiance,85,chapter_69,chapter,Shallan,3,118,8,"He kept his eyes forward, walking without comment.",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,119,22,"""Storms,"" she said, hurrying to catch up. ""That was supposed to be lighthearted. What would it take to make you relax, bridgeboy?""",0.0,0.778,0.222,0.6908
Words of Radiance,85,chapter_69,chapter,Shallan,3,120,15,"""I guess I'm just a . . . what was it again? A 'hateful man'?""",0.203,0.797,0.0,-0.5514
Words of Radiance,85,chapter_69,chapter,Shallan,3,121,8,"""I haven't seen any proof to the contrary.""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,122,15,"""That's because you don't care to look, lighteyes. Everyone beneath you is just a plaything.""",0.158,0.842,0.0,-0.3875
Words of Radiance,85,chapter_69,chapter,Shallan,3,123,17,"""What?"" she said, taking it like a slap to the face. ""Where would you get that idea?""",0.0,0.771,0.229,0.5362
Words of Radiance,85,chapter_69,chapter,Shallan,3,124,2,"""It's obvious.""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,125,23,"""To *whom*? To you only? *When* have you seen me treat someone of a lesser station like a plaything? Give me one example.""",0.0,0.785,0.215,0.6946
Words of Radiance,85,chapter_69,chapter,Shallan,3,126,18,"""When I was imprisoned,"" he said immediately, ""for doing what any lighteyes would have been applauded for doing.""",0.14,0.744,0.116,-0.128
Words of Radiance,85,chapter_69,chapter,Shallan,3,127,7,"""And that was *my* fault?"" she demanded.",0.479,0.521,0.0,-0.5574
Words of Radiance,85,chapter_69,chapter,Shallan,3,128,30,"""It's the fault of your entire class. Each time one of us is defrauded, enslaved, beaten, or broken, the blame rests upon all of you who support it. Even indirectly.""",0.339,0.594,0.067,-0.875
Words of Radiance,85,chapter_69,chapter,Shallan,3,129,28,"""Oh please,"" she said. ""The world isn't fair? What a huge revelation! Some people in power abuse those they have power over? Amazing! When did this start happening?""",0.159,0.595,0.246,0.5207
Words of Radiance,85,chapter_69,chapter,Shallan,3,130,38,"He gave no reply. He'd tied his spheres to the top of his spear with a pouch formed from the white handkerchief he'd found on one of the scribes. Held high, it lit the chasm nicely for them.",0.053,0.835,0.112,0.3612
Words of Radiance,85,chapter_69,chapter,Shallan,3,131,85,"""I think,"" she said, tucking away her own sphere for convenience, ""that you're just looking for excuses. Yes, you've been mistreated. I admit it. But I think *you're* the one who cares about eye color, that it's just easier for you to pretend that every lighteyes is abusing you because of your status. Have you ever asked yourself if there's a simpler explanation? Could it be that people don't like you, not because you're darkeyed, but because you're just a *huge pain in the neck*?""",0.123,0.738,0.138,0.1393
Words of Radiance,85,chapter_69,chapter,Shallan,3,132,7,"He snorted, then moved on more quickly.",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,133,49,"""No,"" Shallan said, practically running to keep even with him and his long stride. ""You're not wiggling out of this. You don't get to imply that I'm abusing my station, then walk off without a response. You did this earlier, with Adolin. Now with me. What is your *problem*?""",0.108,0.892,0.0,-0.6908
Words of Radiance,85,chapter_69,chapter,Shallan,3,134,53,"""You want a better example of you playing with people beneath you?"" Kaladin asked, dodging her question. ""Fine. You stole my boots. You pretended to be someone you weren't and bullied a darkeyed guard you'd barely met. Is that a good enough example of you playing with someone you saw as beneath you?""",0.022,0.719,0.258,0.9145
Words of Radiance,85,chapter_69,chapter,Shallan,3,135,25,"She stopped in her tracks. He was right, there. She wanted to blame Tyn's influence, but his comment cut the bite out of her argument.",0.301,0.699,0.0,-0.7935
Words of Radiance,85,chapter_69,chapter,Shallan,3,136,40,"He stopped ahead of her, looking back. Finally, he sighed. ""Look,"" he said. ""I'm not holding a grudge about the boots. From what I've seen lately, you're not as bad as the others. So let's just leave it at that.""",0.078,0.856,0.066,0.1246
Words of Radiance,85,chapter_69,chapter,Shallan,3,137,41,"""Not as bad as the others?"" Shallan said, walking forward. ""What a delightful compliment. Well, let's say you're right. Perhaps I *am* an insensitive rich woman. That doesn't change the fact that you can be downright mean and offensive, Kaladin Stormblessed.""",0.09,0.626,0.284,0.8898
Words of Radiance,85,chapter_69,chapter,Shallan,3,138,2,He shrugged.,0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,139,15,"""That's it?"" she asked. ""I apologize, and all I get in return is a shrug?""",0.0,0.888,0.112,0.1926
Words of Radiance,85,chapter_69,chapter,Shallan,3,140,10,"""I am what the lighteyes have made me to be.""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,141,14,"""So you're not culpable at all,"" she said flatly. ""For the way you act.""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,142,3,"""I'd say not.""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,143,40,"""Stormfather. I can't say anything to change the way you treat me, can I? You're just going to continue to be an intolerant, odious man, full of spite. Incapable of being pleasant around others. Your life must be very lonely.""",0.177,0.703,0.12,-0.4201
Words of Radiance,85,chapter_69,chapter,Shallan,3,144,32,"That seemed to get under his skin, as his face turned red in the spherelight. ""I'm starting to revise my opinion,"" he said, ""of you not being as bad as the others.""",0.0,0.916,0.084,0.431
Words of Radiance,85,chapter_69,chapter,Shallan,3,145,25,"""Don't lie,"" she said. ""You've never liked me. Right from the start. And not just because of the boots. I see how you watch me.""",0.089,0.911,0.0,-0.3252
Words of Radiance,85,chapter_69,chapter,Shallan,3,146,26,"""That's because,"" he said, ""I know you're lying through your smile at everyone you meet. The only time you seem honest is when you're insulting someone!""",0.199,0.634,0.167,-0.2714
Words of Radiance,85,chapter_69,chapter,Shallan,3,147,11,"""The only honest things I can say to you *are* insults.""",0.185,0.596,0.219,0.128
Words of Radiance,85,chapter_69,chapter,Shallan,3,148,25,"""Bah!"" he said. ""I just . . . Bah! Why is it that being around you makes me want to claw my face off, woman?""",0.0,0.927,0.073,0.2225
Words of Radiance,85,chapter_69,chapter,Shallan,3,149,17,"""I have special training,"" she said, glancing to the side. ""And I collect faces."" What was that?",0.0,0.856,0.144,0.4019
Words of Radiance,85,chapter_69,chapter,Shallan,3,150,3,"""You can't just---""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,151,15,"He cut off as the scraping noise, echoing from one of the chasms, grew louder.",0.13,0.87,0.0,-0.2732
Words of Radiance,85,chapter_69,chapter,Shallan,3,152,42,"Kaladin immediately put his hand over his improvised sphere lantern, plunging them into darkness. In Shallan's estimation, that did *not* help. She stumbled toward him in the darkness, grabbing his arm with her freehand. He was annoying, but he was also *there*.",0.141,0.786,0.073,-0.2799
Words of Radiance,85,chapter_69,chapter,Shallan,3,153,16,The scraping continued. A sound like rock on rock. Or . . . carapace on rock.,0.0,0.857,0.143,0.3612
Words of Radiance,85,chapter_69,chapter,Shallan,3,154,19,"""I guess,"" she whispered nervously, ""having a shouting match in an echoing network of chasms was not terribly wise.""",0.18,0.693,0.127,-0.0593
Words of Radiance,85,chapter_69,chapter,Shallan,3,155,1,"""Yeah.""",0.0,0.0,1.0,0.296
Words of Radiance,85,chapter_69,chapter,Shallan,3,156,7,"""It's getting closer, isn't it?"" she whispered.",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,157,1,"""Yeah.""",0.0,0.0,1.0,0.296
Words of Radiance,85,chapter_69,chapter,Shallan,3,158,5,"""So . . . run?""",0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,159,8,The scraping seemed just beyond the next turn.,0.0,1.0,0.0,0.0
Words of Radiance,85,chapter_69,chapter,Shallan,3,160,15,"""Yeah,"" Kaladin said, pulling his hand off his spheres and charging away from the noise.",0.0,0.707,0.293,0.6597
Words of Radiance,86,chapter_70,chapter,Kaladin,1,1,43,"*Whether this was Tanavast's design or not, millennia have passed without Rayse taking the life of another of the sixteen. While I mourn for the great suffering Rayse has caused, I do not believe we could hope for a better outcome than this.*",0.11,0.706,0.184,0.6124
Words of Radiance,86,chapter_70,chapter,Kaladin,1,2,32,"Kaladin scrambled down the chasm, leaping branches and refuse, splashing through puddles. The girl kept up better than he'd expected, but---hampered by her dress---she was nowhere near as swift as he was.",0.091,0.859,0.051,-0.1376
Words of Radiance,86,chapter_70,chapter,Kaladin,1,3,25,"He held himself back, matching her pace. Exasperating though she might be, he wasn't going to abandon Adolin's betrothed to be eaten by a chasmfiend.",0.0,0.909,0.091,0.3412
Words of Radiance,86,chapter_70,chapter,Kaladin,1,4,28,"They reached an intersection and chose a path at random. At the next intersection, he only paused long enough to check to see if they were being followed.",0.0,0.951,0.049,0.1027
Words of Radiance,86,chapter_70,chapter,Kaladin,1,5,49,"They were. Thumping from behind them, claws on stone. Scraping. He grabbed the girl's satchel---he was already carrying her pack---as they ran down another corridor. Either Shallan was in excellent shape, or the panic got to her, because she didn't even seem winded when they reached the next intersection.",0.057,0.856,0.087,0.2023
Words of Radiance,86,chapter_70,chapter,Kaladin,1,6,44,"No time for hesitation. He barreled down a pathway, ears full of the sound of grinding carapace. A sudden four-voiced trump echoed through the chasm, as loud as a thousand horns being blown. Shallan screamed, though Kaladin barely heard her over the horrible sound.",0.202,0.798,0.0,-0.8442
Words of Radiance,86,chapter_70,chapter,Kaladin,1,7,65,"The chasm plants withdrew in large waves. In moments, the entire place went from fecund to barren, like the world preparing for a highstorm. They hit another intersection, and Shallan hesitated, looking back toward the sounds. She held her hands out, as if preparing to embrace the thing. Storming woman! He grabbed her and pulled her after him. They ran down two chasms without stopping.",0.033,0.873,0.094,0.5
Words of Radiance,86,chapter_70,chapter,Kaladin,1,8,33,"It was still chasing, though he could only hear it. He had no idea how close it was, but it had their scent. Or their sound? He had no idea how they hunted.",0.124,0.876,0.0,-0.5267
Words of Radiance,86,chapter_70,chapter,Kaladin,1,9,5,*Need a plan! Can't just---*,0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,1,10,25,"At the next intersection, Shallan turned the opposite way from the one he had picked. Kaladin cursed, pounding to a stop and running after her.",0.084,0.916,0.0,-0.296
Words of Radiance,86,chapter_70,chapter,Kaladin,1,11,10,"""This is no time,"" he said, puffing, ""to argue about---""",0.315,0.685,0.0,-0.5574
Words of Radiance,86,chapter_70,chapter,Kaladin,1,12,5,"""Shut it,"" she said. ""Follow.""",0.0,1.0,0.0,0.0
